ticker symbol	DBMS	db type	runtime in ms	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	2584	2021-05-25 10:19:02.634990900	2021-05-25 10:19:05.219300900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
cockroach	CockroachDB	client	3730	2021-05-25 10:19:38.621935300	2021-05-25 10:19:42.352231400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
cratedb	CrateDB	client	3722	2021-05-25 10:20:15.709246000	2021-05-25 10:20:19.431863000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
cubrid	CUBRID	client	4527	2021-05-25 10:20:52.884471500	2021-05-25 10:20:57.411859600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
derby	Apache Derby	client	13590	2021-05-25 10:21:40.851578400	2021-05-25 10:21:54.441644000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
derby_emb	Apache Derby	embedded	11416	2021-05-25 10:21:56.327824800	2021-05-25 10:22:07.744003600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
exasol	Exasol	client	2605	2021-05-25 10:24:11.646078700	2021-05-25 10:24:14.251854600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
firebird	Firebird	client	79508	2021-05-25 10:25:00.008047600	2021-05-25 10:26:19.516213100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
h2	H2 Database Engine	client	4232	2021-05-25 10:26:52.802863300	2021-05-25 10:26:57.035330900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
h2_emb	H2 Database Engine	embedded	1133	2021-05-25 10:26:58.930679600	2021-05-25 10:27:00.064296700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
hsqldb	HSQLDB	client	16147	2021-05-25 10:27:33.899928700	2021-05-25 10:27:50.047206400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
hsqldb_emb	HSQLDB	embedded	16680	2021-05-25 10:27:51.943988200	2021-05-25 10:28:08.624369800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
ibmdb2	IBM Db2 Database	client	23140	2021-05-25 10:33:12.546237100	2021-05-25 10:33:35.686670200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
informix	IBM Informix	client	13002	2021-05-25 10:37:44.895806700	2021-05-25 10:37:57.898114000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
mariadb	MariaDB Server	client	2590	2021-05-25 10:38:41.151601800	2021-05-25 10:38:43.742296900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
mimer	Mimer SQL	client	8731	2021-05-25 10:39:17.387585700	2021-05-25 10:39:26.119146100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
monetdb	MonetDB	client	30528	2021-05-25 10:39:34.456114800	2021-05-25 10:40:04.984769600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
mysql	MySQL Database	client	4302	2021-05-25 10:41:09.568279200	2021-05-25 10:41:13.870812200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
mysql_trino	MySQL Database	trino	981083	2021-05-25 10:42:51.962581500	2021-05-25 10:59:13.046293800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
oracle	Oracle Database	client	10373	2021-05-25 11:01:18.580566600	2021-05-25 11:01:28.954163500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
oracle_trino	Oracle Database	trino	1070664	2021-05-25 11:04:18.754017800	2021-05-25 11:22:09.418388500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
percona	Percona Server for MySQL	client	5145	2021-05-25 11:23:28.147971600	2021-05-25 11:23:33.293085200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
postgresql	PostgreSQL Database	client	2466	2021-05-25 11:24:09.244823500	2021-05-25 11:24:11.711375800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
postgresql_trino	PostgreSQL Database	trino	500134	2021-05-25 11:25:17.033464200	2021-05-25 11:33:37.168074500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
sqlite	SQLite	embedded	646	2021-05-25 11:33:39.081981700	2021-05-25 11:33:39.728502800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
sqlserver	MS SQL Server	client	2963	2021-05-25 11:34:13.817468100	2021-05-25 11:34:16.781090300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
sqlserver_trino	MS SQL Server	trino	1073219	2021-05-25 11:35:27.321391700	2021-05-25 11:53:20.540683300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
yugabyte	YugabyteDB	client	12143	2021-05-25 11:53:54.276152000	2021-05-25 11:54:06.419258100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2
