ticker symbol	DBMS	db type	runtime in ms	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	2943	2021-03-03 08:39:16.026378700	2021-03-03 08:39:18.969515400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cockroach	CockroachDB	client	3340	2021-03-03 08:40:01.384446800	2021-03-03 08:40:04.725409800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cratedb	CrateDB	client	3562	2021-03-03 08:40:37.201196600	2021-03-03 08:40:40.763484200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cubrid	CUBRID	client	4532	2021-03-03 08:41:13.295699900	2021-03-03 08:41:17.827833500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
derby	Apache Derby	client	17005	2021-03-03 08:42:00.191954200	2021-03-03 08:42:17.197331400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
derby_emb	Apache Derby	embedded	22888	2021-03-03 08:42:18.723994200	2021-03-03 08:42:41.612442500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
exasol	Exasol	client	2809	2021-03-03 08:44:44.638052600	2021-03-03 08:44:47.447086500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
firebird	Firebird	client	90541	2021-03-03 08:45:35.437700600	2021-03-03 08:47:05.979679600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
h2	H2 Database Engine	client	4319	2021-03-03 08:47:38.432210700	2021-03-03 08:47:42.751232500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
h2_emb	H2 Database Engine	embedded	1330	2021-03-03 08:47:44.249522700	2021-03-03 08:47:45.579809800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
hsqldb	HSQLDB	client	16355	2021-03-03 08:48:18.436211400	2021-03-03 08:48:34.792081600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
hsqldb_emb	HSQLDB	embedded	29280	2021-03-03 08:48:36.278753200	2021-03-03 08:49:05.559470100	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
ibmdb2	IBM Db2 Database	client	22090	2021-03-03 08:54:07.978171800	2021-03-03 08:54:30.069011100	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
informix	IBM Informix	client	12682	2021-03-03 08:58:29.175041000	2021-03-03 08:58:41.857515500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mariadb	MariaDB Server	client	2507	2021-03-03 08:59:24.235219300	2021-03-03 08:59:26.742892600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mimer	Mimer SQL	client	303897	2021-03-03 08:59:59.344163900	2021-03-03 09:05:03.241696300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
monetdb	MonetDB	client	31202	2021-03-03 09:05:10.752919800	2021-03-03 09:05:41.955717900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mysql	MySQL Database	client	4874	2021-03-03 09:06:45.526764700	2021-03-03 09:06:50.401650900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mysql_trino	MySQL Database	trino	1519096	2021-03-03 09:08:26.343788100	2021-03-03 09:33:45.440047800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
oracle	Oracle Database	client	10657	2021-03-03 09:35:50.569435400	2021-03-03 09:36:01.226470400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
oracle_trino	Oracle Database	trino	1935299	2021-03-03 09:38:45.834077300	2021-03-03 10:11:01.134064700	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
percona	Percona Server for MySQL	client	3371	2021-03-03 10:12:14.257821100	2021-03-03 10:12:17.629325200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
postgresql	PostgreSQL Database	client	2431	2021-03-03 10:12:51.699331200	2021-03-03 10:12:54.130973700	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
postgresql_trino	PostgreSQL Database	trino	813520	2021-03-03 10:13:57.537560500	2021-03-03 10:27:31.058104300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlite	SQLite	embedded	953	2021-03-03 10:27:32.605029000	2021-03-03 10:27:33.558461600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlserver	MS SQL Server	client	4765	2021-03-03 10:28:06.587679900	2021-03-03 10:28:11.353164000	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlserver_trino	MS SQL Server	trino	1550864	2021-03-03 10:29:19.830372900	2021-03-03 10:55:10.695098500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
voltdb	VoltDB	client	10706	2021-03-03 10:55:33.975565600	2021-03-03 10:55:44.682029000	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
yugabyte	YugabyteDB	client	15600	2021-03-03 10:56:17.754231400	2021-03-03 10:56:33.354678400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
