ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
ibmdb2	IBM Db2 Database	client	6353	2021-07-30 10:31:03.688110557	2021-07-30 10:31:10.041163891	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1287	0	0	5066
informix	IBM Informix	client	8630	2021-07-30 10:35:08.420271547	2021-07-30 10:35:17.051185030	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	475	0	0	8155
mariadb	MariaDB Server	client	3380	2021-07-30 10:36:08.409721430	2021-07-30 10:36:11.789993565	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	327	0	0	3053
mimer	Mimer SQL	client	18858	2021-07-30 10:36:43.868502095	2021-07-30 10:37:02.726548475	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	467	0	0	18391
monetdb	MonetDB	client	8977	2021-07-30 10:37:09.327965415	2021-07-30 10:37:18.305412591	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	765	0	0	8212
mysql	MySQL Database	client	4737	2021-07-30 10:38:31.198011999	2021-07-30 10:38:35.935213375	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	482	0	0	4255
mysql_trino	MySQL Database	trino	762940	2021-07-30 13:26:15.095454939	2021-07-30 13:38:58.035663348	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1049	0	0	761891
omnisci	OmniSciDB	client	4418	2021-07-30 13:53:57.938335722	2021-07-30 13:54:02.356914026	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1309	0	0	3109
oracle	Oracle Database	client	5858	2021-07-30 13:56:14.106860946	2021-07-30 13:56:19.964862655	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	897	0	0	4961
oracle_trino	Oracle Database	trino	847403	2021-07-30 13:59:03.383535886	2021-07-30 14:13:10.787432764	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	731	0	0	846672
percona	Percona Server for MySQL	client	5033	2021-07-30 14:14:33.427843294	2021-07-30 14:14:38.461824626	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	538	0	0	4495
postgresql	PostgreSQL	client	3938	2021-07-30 14:15:11.826120082	2021-07-30 14:15:15.764533797	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	357	0	0	3581
postgresql_trino	PostgreSQL	trino	590121	2021-07-30 14:16:19.347319106	2021-07-30 14:26:09.468578839	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	441	0	0	589680
sqlite	SQLite	embedded	2135	2021-07-30 14:26:10.121557401	2021-07-30 14:26:12.257010194	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	357	0	0	1778
sqlserver	MS SQL Server	client	3991	2021-07-30 14:26:44.029447597	2021-07-30 14:26:48.020714226	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	717	0	0	3274
sqlserver_trino	MS SQL Server	trino	945540	2021-07-30 14:27:56.704520189	2021-07-30 14:43:42.245232073	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	754	0	0	944786
timescale	TimescaleDB	client	3681	2021-07-30 15:05:23.481963047	2021-07-30 15:05:27.163876123	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	367	0	0	3314
voltdb	VoltDB	client	15072	2021-07-30 15:05:48.630753978	2021-07-30 15:06:03.703673991	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	3586	0	0	11486
yugabyte	YugabyteDB	client	13239	2021-07-30 15:06:58.290631066	2021-07-30 15:07:11.529805061	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	4077	0	0	9162
agens	AgensGraph	client	3957	2021-07-30 15:07:43.009187394	2021-07-30 15:07:46.966549856	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	667	0	72	3290
cubrid	CUBRID	client	8288	2021-07-30 15:08:18.493849544	2021-07-30 15:08:26.782482652	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	537	104	101	7751
exasol	Exasol	client	3729	2021-07-30 15:10:38.562639125	2021-07-30 15:10:42.292319306	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	829	30	109	2900
firebird	Firebird	client	20226	2021-07-30 15:11:26.112041199	2021-07-30 15:11:46.338683760	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	699	76	63	19527
ibmdb2	IBM Db2 Database	client	7245	2021-07-30 15:16:47.805818669	2021-07-30 15:16:55.051391203	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1850	230	206	5395
informix	IBM Informix	client	9438	2021-07-30 15:20:53.927651998	2021-07-30 15:21:03.365668073	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	784	59	155	8654
mariadb	MariaDB Server	client	5337	2021-07-30 15:21:44.838864763	2021-07-30 15:21:50.176788564	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	2307	1910	55	3030
mimer	Mimer SQL	client	17437	2021-07-30 15:22:22.100746051	2021-07-30 15:22:39.538470846	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1086	161	408	16351
monetdb	MonetDB	client	6679	2021-07-30 15:22:46.172542626	2021-07-30 15:22:52.851904371	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	877	0	115	5802
mysql	MySQL Database	client	7027	2021-07-30 15:23:55.431641957	2021-07-30 15:24:02.459252373	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	2787	2208	89	4240
oracle	Oracle Database	client	7840	2021-07-30 15:26:05.595729726	2021-07-30 15:26:13.436099123	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	3098	82	2244	4742
percona	Percona Server for MySQL	client	7687	2021-07-30 15:27:25.115644534	2021-07-30 15:27:32.803043151	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	3478	2887	90	4209
postgresql	PostgreSQL	client	3641	2021-07-30 15:28:04.989825138	2021-07-30 15:28:08.630832007	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	435	0	76	3206
sqlserver	MS SQL Server	client	4057	2021-07-30 15:28:40.226510978	2021-07-30 15:28:44.284407642	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	1089	101	265	2968
timescale	TimescaleDB	client	3563	2021-07-30 15:29:22.368236755	2021-07-30 15:29:25.931761141	ubuntu	8	amd64 / Linux / 5.8.0-63-generic	452	0	81	3111
