ticker symbol	DBMS	client / embedded	runtime in seconds	start time	end time	host name	no. cores	operating system
cratedb	CrateDB	client	39	2020-07-20 04:11:56.708131000	2020-07-20 04:12:35.805944000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
cratedb	CrateDB	client	30	2020-07-20 04:12:36.989578000	2020-07-20 04:13:07.709851000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
cubrid	CUBRID	client	10	2020-07-20 04:14:01.149786000	2020-07-20 04:14:11.745290000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
cubrid	CUBRID	client	10	2020-07-20 04:14:12.251193000	2020-07-20 04:14:22.705205000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
derby	Apache Derby [client]	client	20	2020-07-20 04:15:18.611558000	2020-07-20 04:15:39.128882000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
derby	Apache Derby [client]	client	15	2020-07-20 04:15:39.631247000	2020-07-20 04:15:55.376658000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
derby_emb	Apache Derby [embedded]	embedded	14	2020-07-20 04:15:55.876529000	2020-07-20 04:16:09.891765000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
firebird	Firebird	client	53	2020-07-20 04:16:48.423584000	2020-07-20 04:17:42.381774000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
firebird	Firebird	client	53	2020-07-20 04:17:42.867413000	2020-07-20 04:18:35.928694000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
h2	H2 Database Engine [client]	client	8	2020-07-20 04:19:09.619756000	2020-07-20 04:19:18.331900000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
h2	H2 Database Engine [client]	client	10	2020-07-20 04:19:18.923198000	2020-07-20 04:19:28.953964000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
h2_emb	H2 Database Engine [embedded]	embedded	4	2020-07-20 04:19:29.517641000	2020-07-20 04:19:33.647051000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
h2_emb	H2 Database Engine [embedded]	embedded	4	2020-07-20 04:19:34.126084000	2020-07-20 04:19:38.595730000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb	HyperSQL Database [client]	client	20	2020-07-20 04:20:13.611999000	2020-07-20 04:20:34.223241000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb	HyperSQL Database [client]	client	19	2020-07-20 04:20:34.963042000	2020-07-20 04:20:54.076644000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb_emb	HyperSQL Database [embedded]	embedded	13	2020-07-20 04:20:54.831749000	2020-07-20 04:21:08.812070000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb_emb	HyperSQL Database [embedded]	embedded	16	2020-07-20 04:21:09.290106000	2020-07-20 04:21:25.323381000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
ibmdb2	IBM Db2 Database	client	19	2020-07-20 04:24:47.981828000	2020-07-20 04:25:07.094070000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
ibmdb2	IBM Db2 Database	client	16	2020-07-20 04:25:07.780864000	2020-07-20 04:25:24.319297000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
informix	IBM Informix	client	15	2020-07-20 04:29:23.955094000	2020-07-20 04:29:39.930437000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
informix	IBM Informix	client	30	2020-07-20 04:29:40.400984000	2020-07-20 04:30:10.772837000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mariadb	MariaDB Server	client	7	2020-07-20 04:30:42.475303000	2020-07-20 04:30:50.027313000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mariadb	MariaDB Server	client	7	2020-07-20 04:30:50.503635000	2020-07-20 04:30:58.099822000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mssqlserver	MS SQL Server	client	10	2020-07-20 04:31:54.807710000	2020-07-20 04:32:05.776209000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mssqlserver	MS SQL Server	client	10	2020-07-20 04:32:06.254239000	2020-07-20 04:32:17.043895000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mimer	Mimer SQL	client	45	2020-07-20 04:32:51.187503000	2020-07-20 04:33:36.437172000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mimer	Mimer SQL	client	44	2020-07-20 04:33:36.930217000	2020-07-20 04:34:21.212365000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mysql	MySQL Database	client	12	2020-07-20 04:34:59.768569000	2020-07-20 04:35:12.456586000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
mysql	MySQL Database	client	12	2020-07-20 04:35:13.007584000	2020-07-20 04:35:25.447870000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
oracle	Oracle Database	client	12	2020-07-20 04:45:12.539959000	2020-07-20 04:45:25.437289000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
oracle	Oracle Database	client	11	2020-07-20 04:45:25.924046000	2020-07-20 04:45:37.874577000	travis-job-f315b2f0-f3c4-4583-b5cc-b9b9e90b4499	2	amd64 / Linux / 5.0.0-1031-gcp
