ticker symbol	DBMS	client / embedded	runtime in seconds	start time	end time	host name	no. cores	operating system
cratedb	CrateDB	client	48	2020-07-15 10:11:55.972143000	2020-07-15 10:12:44.710009000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
cratedb	CrateDB	client	36	2020-07-15 10:12:45.261855000	2020-07-15 10:13:21.976514000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
cubrid	CUBRID	client	11	2020-07-15 10:14:02.832962000	2020-07-15 10:14:14.058887000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
cubrid	CUBRID	client	10	2020-07-15 10:14:14.615706000	2020-07-15 10:14:25.607473000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
derby	Apache Derby [client]	client	21	2020-07-15 10:15:20.634636000	2020-07-15 10:15:42.479226000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
derby	Apache Derby [client]	client	17	2020-07-15 10:15:43.007149000	2020-07-15 10:16:00.335863000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
derby_emb	Apache Derby [embedded]	embedded	15	2020-07-15 10:16:00.906141000	2020-07-15 10:16:16.546823000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
firebird	Firebird	client	62	2020-07-15 10:16:55.155933000	2020-07-15 10:17:57.196587000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
firebird	Firebird	client	64	2020-07-15 10:17:57.667764000	2020-07-15 10:19:02.368673000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
h2	H2 Database Engine [client]	client	8	2020-07-15 10:19:36.072279000	2020-07-15 10:19:45.058539000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
h2	H2 Database Engine [client]	client	8	2020-07-15 10:19:45.548090000	2020-07-15 10:19:54.051519000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
h2_emb	H2 Database Engine [embedded]	embedded	4	2020-07-15 10:19:54.638682000	2020-07-15 10:19:59.333087000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
h2_emb	H2 Database Engine [embedded]	embedded	4	2020-07-15 10:19:59.848332000	2020-07-15 10:20:04.692287000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb	HyperSQL Database [client]	client	28	2020-07-15 10:20:39.706784000	2020-07-15 10:21:08.578401000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb	HyperSQL Database [client]	client	29	2020-07-15 10:21:09.793273000	2020-07-15 10:21:39.157032000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
