ticker symbol	DBMS	db type	runtime in seconds	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	3	2021-01-15 11:47:33.249722300	2021-01-15 11:47:36.371461100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
cratedb	CrateDB	client	3	2021-01-15 11:48:20.329983700	2021-01-15 11:48:24.308828100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
cubrid	CUBRID	client	5	2021-01-15 11:48:58.440181000	2021-01-15 11:49:03.577217400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
derby	Apache Derby	client	14	2021-01-15 11:49:59.053657900	2021-01-15 11:50:13.150360100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
derby_emb	Apache Derby	embedded	35	2021-01-15 11:50:14.938515400	2021-01-15 11:50:50.855031700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
exasol	Exasol	client	3	2021-01-15 11:52:56.122027100	2021-01-15 11:52:59.291931500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
firebird	Firebird	client	107	2021-01-15 11:53:55.434330600	2021-01-15 11:55:42.914687000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
h2	H2 Database Engine	client	6	2021-01-15 11:56:26.303556900	2021-01-15 11:56:32.495857600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
h2_emb	H2 Database Engine	embedded	4	2021-01-15 11:56:34.320910600	2021-01-15 11:56:39.309165500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
hsqldb	HyperSQL Database	client	17	2021-01-15 11:57:23.684323500	2021-01-15 11:57:41.229198300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
hsqldb_emb	HyperSQL Database	embedded	396	2021-01-15 11:57:43.063201500	2021-01-15 12:04:19.713713500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
ibmdb2	IBM Db2 Database	client	24	2021-01-15 12:09:26.233459000	2021-01-15 12:09:51.130391600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
informix	IBM Informix	client	17	2021-01-15 12:13:50.195438900	2021-01-15 12:14:07.643918900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
mariadb	MariaDB Server	client	2	2021-01-15 12:14:51.677792600	2021-01-15 12:14:54.446471400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
mimer	Mimer SQL	client	7	2021-01-15 12:15:29.536979700	2021-01-15 12:15:36.541304900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
monetdb	MonetDB	client	32	2021-01-15 12:15:46.406506700	2021-01-15 12:16:18.591951000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
mysql	MySQL Database	client	5	2021-01-15 12:17:24.103303500	2021-01-15 12:17:29.719285400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
mysql_trino	MySQL Database	trino	1048	2021-01-15 12:19:10.474251500	2021-01-15 12:36:39.192292500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
oracle	Oracle Database	client	11	2021-01-15 12:38:45.846655400	2021-01-15 12:38:57.662219300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
oracle_trino	Oracle Database	trino	1096	2021-01-15 12:41:46.770008500	2021-01-15 13:00:03.569319200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
percona	Percona Server for MySQL	client	5	2021-01-15 13:01:18.709859000	2021-01-15 13:01:24.417702300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
postgresql	PostgreSQL Database	client	2	2021-01-15 13:02:07.158365300	2021-01-15 13:02:09.714549800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
postgresql_trino	PostgreSQL Database	trino	508	2021-01-15 13:03:19.160706000	2021-01-15 13:11:47.295356500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
sqlite	SQLite	embedded	3	2021-01-15 13:11:49.131133400	2021-01-15 13:11:52.830234700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
sqlserver	MS SQL Server	client	4	2021-01-15 13:12:28.269817500	2021-01-15 13:12:32.540091900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
voltdb	VoltDB	client	12	2021-01-15 13:13:21.639332200	2021-01-15 13:13:34.215345100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0
