ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
agens	AgensGraph	client	3798	2021-07-30 16:35:55.865243500	2021-07-30 16:35:59.663290900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	658	0	0	3140
cockroach	CockroachDB	client	4982	2021-07-30 16:36:31.661451800	2021-07-30 16:36:36.644034600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	698	0	0	4284
cratedb	CrateDB	client	4773	2021-07-30 16:37:08.612326000	2021-07-30 16:37:13.385722600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1732	0	0	3041
cubrid	CUBRID	client	5513	2021-07-30 16:37:45.500967400	2021-07-30 16:37:51.014398300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	290	0	0	5223
derby	Apache Derby	client	14593	2021-07-30 16:38:33.037739700	2021-07-30 16:38:47.630846400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3254	0	0	11339
derby_emb	Apache Derby	embedded	12350	2021-07-30 16:38:48.114096600	2021-07-30 16:39:00.464371600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1154	0	0	11196
exasol	Exasol	client	3513	2021-07-30 16:41:02.955515900	2021-07-30 16:41:06.468542100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	579	0	0	2934
firebird	Firebird	client	80831	2021-07-30 16:41:50.917826800	2021-07-30 16:43:11.749789100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	824	0	0	80007
h2	H2 Database Engine	client	5439	2021-07-30 16:43:43.641373000	2021-07-30 16:43:49.080692600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	339	0	0	5100
h2_emb	H2 Database Engine	embedded	2341	2021-07-30 16:43:49.552804400	2021-07-30 16:43:51.894349900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	336	0	0	2005
hsqldb	HSQLDB	client	17394	2021-07-30 16:44:24.320552000	2021-07-30 16:44:41.714801300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	448	0	0	16946
hsqldb_emb	HSQLDB	embedded	2525	2021-07-30 16:44:42.186512500	2021-07-30 16:44:44.711838700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	337	0	0	2188
ibmdb2	IBM Db2 Database	client	24109	2021-07-30 16:49:46.765089200	2021-07-30 16:50:10.874971700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	2818	0	0	21291
informix	IBM Informix	client	14055	2021-07-30 16:54:18.642351300	2021-07-30 16:54:32.698247900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1740	0	0	12315
mariadb	MariaDB Server	client	3504	2021-07-30 16:55:14.541340700	2021-07-30 16:55:18.045935700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	338	0	0	3166
mimer	Mimer SQL	client	12724	2021-07-30 16:55:50.350652700	2021-07-30 16:56:03.075233600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	355	0	0	12369
monetdb	MonetDB	client	10050	2021-07-30 16:56:10.022667400	2021-07-30 16:56:20.072893100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1108	0	0	8942
mysql	MySQL Database	client	5733	2021-07-30 16:57:23.373337000	2021-07-30 16:57:29.107261900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	638	0	0	5095
mysql_trino	MySQL Database	trino	935129	2021-07-30 16:59:06.151297300	2021-07-30 17:14:41.280962900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1162	0	0	933967
omnisci	OmniSciDB	client	6334	2021-07-30 17:15:44.829822700	2021-07-30 17:15:51.164650200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3244	0	0	3090
oracle	Oracle Database	client	11443	2021-07-30 17:18:03.457230100	2021-07-30 17:18:14.900244500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	637	0	0	10806
oracle_trino	Oracle Database	trino	1007716	2021-07-30 17:20:59.770345100	2021-07-30 17:37:47.487067200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	605	0	0	1007111
percona	Percona Server for MySQL	client	5818	2021-07-30 17:38:59.993840600	2021-07-30 17:39:05.812215000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	587	0	0	5231
postgresql	PostgreSQL	client	3630	2021-07-30 17:39:40.990403500	2021-07-30 17:39:44.620822000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	499	0	0	3131
postgresql_trino	PostgreSQL	trino	465522	2021-07-30 17:40:48.776076700	2021-07-30 17:48:34.298194000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	495	0	0	465027
sqlite	SQLite	embedded	1976	2021-07-30 17:48:34.817509900	2021-07-30 17:48:36.794391000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	284	0	0	1692
sqlserver	MS SQL Server	client	5170	2021-07-30 17:49:09.336410800	2021-07-30 17:49:14.507063000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1834	0	0	3336
sqlserver_trino	MS SQL Server	trino	947717	2021-07-30 17:50:23.841518700	2021-07-30 18:06:11.558539900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	770	0	0	946947
timescale	TimescaleDB	client	3717	2021-07-30 18:06:44.158173400	2021-07-30 18:06:47.875875000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	563	0	0	3154
voltdb	VoltDB	client	11737	2021-07-30 18:07:09.743311300	2021-07-30 18:07:21.481149800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3464	0	0	8273
yugabyte	YugabyteDB	client	12954	2021-07-30 18:07:53.951578300	2021-07-30 18:08:06.905651600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	6562	0	0	6392
agens	AgensGraph	client	3776	2021-07-30 18:08:38.717606900	2021-07-30 18:08:42.494422800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	726	0	68	3050
cubrid	CUBRID	client	5717	2021-07-30 18:09:14.334970400	2021-07-30 18:09:20.052188500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	482	93	79	5235
exasol	Exasol	client	3660	2021-07-30 18:11:32.421472300	2021-07-30 18:11:36.082398100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	755	20	83	2905
firebird	Firebird	client	68755	2021-07-30 18:12:20.590003600	2021-07-30 18:13:29.345568100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1224	248	140	67531
ibmdb2	IBM Db2 Database	client	24261	2021-07-30 18:18:31.118772200	2021-07-30 18:18:55.380466500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3888	787	271	20373
informix	IBM Informix	client	14226	2021-07-30 18:23:03.145428500	2021-07-30 18:23:17.371835400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1928	48	144	12298
mariadb	MariaDB Server	client	6550	2021-07-30 18:23:59.231605900	2021-07-30 18:24:05.781804800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3444	2997	118	3106
mimer	Mimer SQL	client	12885	2021-07-30 18:24:37.967952400	2021-07-30 18:24:50.853922100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	670	98	171	12215
monetdb	MonetDB	client	7201	2021-07-30 18:24:57.753395800	2021-07-30 18:25:04.954801000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1200	0	117	6001
mysql	MySQL Database	client	18614	2021-07-30 18:26:07.729159800	2021-07-30 18:26:26.343457200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	13604	12866	150	5010
oracle	Oracle Database	client	13801	2021-07-30 18:28:29.699085500	2021-07-30 18:28:43.500257900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3329	166	2531	10472
percona	Percona Server for MySQL	client	18228	2021-07-30 18:29:55.641236700	2021-07-30 18:30:13.869552300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	13033	12338	146	5195
postgresql	PostgreSQL	client	3513	2021-07-30 18:30:46.539880200	2021-07-30 18:30:50.052965000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	567	0	66	2946
sqlserver	MS SQL Server	client	4284	2021-07-30 18:31:21.967498600	2021-07-30 18:31:26.251682300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1315	230	276	2969
timescale	TimescaleDB	client	3594	2021-07-30 18:32:04.686937800	2021-07-30 18:32:08.281000100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	637	0	72	2957
