ticker symbol	DBMS	db type	runtime in seconds	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	11	2020-10-05 11:59:16.241066100	2020-10-05 11:59:27.338980100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
agens	AgensGraph	client	10	2020-10-05 11:59:28.308252800	2020-10-05 11:59:39.137939300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
cratedb	CrateDB	client	15	2020-10-05 12:00:29.433377500	2020-10-05 12:00:45.130518300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
cratedb	CrateDB	client	10	2020-10-05 12:00:46.115603700	2020-10-05 12:00:56.474255300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
cubrid	CUBRID	client	20	2020-10-05 12:01:38.232884300	2020-10-05 12:01:58.312258400	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
cubrid	CUBRID	client	20	2020-10-05 12:01:59.232313000	2020-10-05 12:02:19.827760400	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
derby	Apache Derby	client	36	2020-10-05 12:03:13.548819100	2020-10-05 12:03:50.354319900	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
derby	Apache Derby	client	30	2020-10-05 12:03:51.364801800	2020-10-05 12:04:22.252867900	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
exasol	Exasol	client	15	2020-10-05 12:06:37.726204700	2020-10-05 12:06:53.239629100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
exasol	Exasol	client	15	2020-10-05 12:06:54.476810500	2020-10-05 12:07:09.835535800	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
firebird	Firebird	client	407	2020-10-05 12:08:24.689849300	2020-10-05 12:15:11.912106300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
firebird	Firebird	client	393	2020-10-05 12:15:13.086213100	2020-10-05 12:21:46.683829200	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
h2	H2 Database Engine	client	29	2020-10-05 12:22:36.953919500	2020-10-05 12:23:05.959825000	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
h2	H2 Database Engine	client	27	2020-10-05 12:23:06.932303800	2020-10-05 12:23:33.933665000	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
hsqldb	HyperSQL Database	client	38	2020-10-05 12:24:25.071412200	2020-10-05 12:25:03.709070400	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
hsqldb	HyperSQL Database	client	44	2020-10-05 12:25:04.803390100	2020-10-05 12:25:49.256766900	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
ibmdb2	IBM Db2 Database	client	54	2020-10-05 12:33:51.133125000	2020-10-05 12:34:46.048407100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
ibmdb2	IBM Db2 Database	client	43	2020-10-05 12:34:47.012865200	2020-10-05 12:35:30.418178000	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
informix	IBM Informix	client	56	2020-10-05 12:40:42.459565400	2020-10-05 12:41:39.032805100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
informix	IBM Informix	client	82	2020-10-05 12:41:39.820490000	2020-10-05 12:43:02.713434500	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mariadb	MariaDB Server	client	9	2020-10-05 12:44:11.806825500	2020-10-05 12:44:21.323758100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mariadb	MariaDB Server	client	9	2020-10-05 12:44:22.157326500	2020-10-05 12:44:31.424647600	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mimer	Mimer SQL	client	129	2020-10-05 12:45:49.413677900	2020-10-05 12:47:58.828111100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mimer	Mimer SQL	client	168	2020-10-05 12:47:59.822770900	2020-10-05 12:50:48.814441300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
monetdb	MonetDB	client	95	2020-10-05 12:51:51.347077700	2020-10-05 12:53:26.762783300	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
monetdb	MonetDB	client	93	2020-10-05 12:53:27.583056700	2020-10-05 12:55:01.524530700	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mysql	MySQL Database	client	16	2020-10-05 12:56:37.449857700	2020-10-05 12:56:53.659946800	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
mysql	MySQL Database	client	14	2020-10-05 12:56:54.611308200	2020-10-05 12:57:09.149169700	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
oracle	Oracle Database	client	35	2020-10-05 13:07:46.492627200	2020-10-05 13:08:21.598896700	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
oracle	Oracle Database	client	30	2020-10-05 13:08:22.375738000	2020-10-05 13:08:53.282710600	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
percona	Percona Server for MySQL	client	15	2020-10-05 13:10:37.227969900	2020-10-05 13:10:52.507111800	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
percona	Percona Server for MySQL	client	15	2020-10-05 13:10:53.472659200	2020-10-05 13:11:08.921287600	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
postgresql	PostgreSQL Database	client	13	2020-10-05 13:12:05.974476700	2020-10-05 13:12:19.292324200	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
postgresql	PostgreSQL Database	client	12	2020-10-05 13:12:20.425707200	2020-10-05 13:12:32.469578100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
sqlserver	MS SQL Server	client	14	2020-10-05 13:14:32.522167200	2020-10-05 13:14:46.661979500	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
sqlserver	MS SQL Server	client	13	2020-10-05 13:14:47.522194900	2020-10-05 13:15:01.220488100	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
voltdb	VoltDB	client	46	2020-10-05 13:16:21.062520700	2020-10-05 13:17:07.415533400	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
voltdb	VoltDB	client	42	2020-10-05 13:17:08.851831000	2020-10-05 13:17:51.535443700	jfww-win10-nb	8	amd64 / Windows 10 / 10.0
