ticker symbol	DBMS	client / embedded	runtime in seconds	start time	end time	host name	no. cores	operating system
cratedb	cratedb	CrateDB	37	2020-08-12 04:41:19.740944000	2020-08-12 04:41:57.505674000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
cratedb	cratedb	CrateDB	30	2020-08-12 04:41:58.035889000	2020-08-12 04:42:28.438970000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
cubrid	cubrid	CUBRID	9	2020-08-12 04:43:14.890497000	2020-08-12 04:43:24.734303000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
cubrid	cubrid	CUBRID	9	2020-08-12 04:43:25.301922000	2020-08-12 04:43:34.608774000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
derby	derby	Apache Derby [client]	16	2020-08-12 04:44:29.027083000	2020-08-12 04:44:45.497070000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
derby	derby	Apache Derby [client]	14	2020-08-12 04:44:46.013859000	2020-08-12 04:45:00.220619000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
firebird	firebird	Firebird	45	2020-08-12 04:45:38.769080000	2020-08-12 04:46:24.065115000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
firebird	firebird	Firebird	41	2020-08-12 04:46:24.541947000	2020-08-12 04:47:06.101273000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
h2	h2	H2 Database Engine [client]	8	2020-08-12 04:47:39.520290000	2020-08-12 04:47:47.930290000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
h2	h2	H2 Database Engine [client]	8	2020-08-12 04:47:48.403197000	2020-08-12 04:47:56.836920000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
hsqldb	hsqldb	HyperSQL Database [client]	16	2020-08-12 04:48:31.879034000	2020-08-12 04:48:48.704384000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
hsqldb	hsqldb	HyperSQL Database [client]	14	2020-08-12 04:48:49.159513000	2020-08-12 04:49:03.779010000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
ibmdb2	ibmdb2	IBM Db2 Database	15	2020-08-12 04:55:26.416084000	2020-08-12 04:55:41.733288000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
ibmdb2	ibmdb2	IBM Db2 Database	15	2020-08-12 04:55:42.363412000	2020-08-12 04:55:57.688345000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
informix	informix	IBM Informix	13	2020-08-12 05:00:17.662217000	2020-08-12 05:00:31.460127000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
informix	informix	IBM Informix	13	2020-08-12 05:00:31.932163000	2020-08-12 05:00:45.411680000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mariadb	mariadb	MariaDB Server	8	2020-08-12 05:01:27.123806000	2020-08-12 05:01:35.203665000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mariadb	mariadb	MariaDB Server	8	2020-08-12 05:01:35.677422000	2020-08-12 05:01:43.705624000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mimer	mimer	Mimer SQL	36	2020-08-12 05:02:28.494005000	2020-08-12 05:03:04.687391000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mimer	mimer	Mimer SQL	37	2020-08-12 05:03:05.154863000	2020-08-12 05:03:42.434551000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mysql	mysql	MySQL Database	14	2020-08-12 05:05:01.217613000	2020-08-12 05:05:15.242346000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
mysql	mysql	MySQL Database	13	2020-08-12 05:05:15.724100000	2020-08-12 05:05:28.915530000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
oracle	oracle	Oracle Database	12	2020-08-12 05:15:09.175649000	2020-08-12 05:15:21.719588000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
oracle	oracle	Oracle Database	11	2020-08-12 05:15:22.240079000	2020-08-12 05:15:34.213420000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
postgresql	postgresql	PostgreSQL Database	8	2020-08-12 05:16:21.242815000	2020-08-12 05:16:29.425111000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
postgresql	postgresql	PostgreSQL Database	8	2020-08-12 05:16:29.905186000	2020-08-12 05:16:38.103853000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
sqlserver	sqlserver	MS SQL Server	10	2020-08-12 05:17:45.411800000	2020-08-12 05:17:56.184599000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
sqlserver	sqlserver	MS SQL Server	10	2020-08-12 05:17:56.704072000	2020-08-12 05:18:07.155169000	travis-job-9f42cc37-a7b6-43ec-bd8b-59b89b324338	2	amd64 / Linux / 5.3.0-1029-gcp
