ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms	constraints
agens	AgensGraph	client	3915	2021-09-10 12:07:06.684004900	2021-09-10 12:07:10.599423000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	744	0	0	3171	active
cockroach	CockroachDB	client	5619	2021-09-10 12:07:43.720566400	2021-09-10 12:07:49.340332600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	879	0	0	4740	active - no choice
cratedb	CrateDB	client	5058	2021-09-10 12:08:22.554199700	2021-09-10 12:08:27.612570500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	2003	0	0	3055	active - no choice
cubrid	CUBRID	client	5934	2021-09-10 12:09:00.707811100	2021-09-10 12:09:06.642080500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	402	0	0	5532	active
derby	Apache Derby	client	14607	2021-09-10 12:09:49.722213200	2021-09-10 12:10:04.329614000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3355	0	0	11252	active
derby_emb	Apache Derby	embedded	12222	2021-09-10 12:10:05.387776000	2021-09-10 12:10:17.609999900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	6402	0	0	5820	active
exasol	Exasol	client	3819	2021-09-10 12:12:21.163399100	2021-09-10 12:12:24.982830100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	781	0	0	3038	active
firebird	Firebird	client	88580	2021-09-10 12:13:10.970181300	2021-09-10 12:14:39.550950500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1016	0	0	87564	active
h2	H2 Database Engine	client	5882	2021-09-10 12:15:12.639351800	2021-09-10 12:15:18.522266900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	439	0	0	5443	active - no choice
h2_emb	H2 Database Engine	embedded	3413	2021-09-10 12:15:19.599740200	2021-09-10 12:15:23.013379400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1122	0	0	2291	active - no choice
hsqldb	HSQLDB	client	17767	2021-09-10 12:15:56.568666700	2021-09-10 12:16:14.336614200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	553	0	0	17214	active
hsqldb_emb	HSQLDB	embedded	2894	2021-09-10 12:16:15.436653600	2021-09-10 12:16:18.330812000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	516	0	0	2378	active
ibmdb2	IBM Db2 Database	client	23164	2021-09-10 12:21:21.333843500	2021-09-10 12:21:44.498361500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3174	0	0	19990	active
