ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms	constraints
agens	AgensGraph	client	4146	2021-12-14 10:25:48.877432900	2021-12-14 10:25:53.024432100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1064	0	0	3082	active
cockroach	CockroachDB	client	6610	2021-12-14 10:27:29.379931200	2021-12-14 10:27:35.990432700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	859	0	0	5751	active - no choice
cratedb	CrateDB	client	5325	2021-12-14 10:29:39.390431800	2021-12-14 10:29:44.715931300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1952	0	0	3373	active - no choice
cubrid	CUBRID	client	6295	2021-12-14 10:30:22.163431700	2021-12-14 10:30:28.458932400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	430	0	0	5865	active
derby	Apache Derby	client	14610	2021-12-14 10:32:04.976931100	2021-12-14 10:32:19.587432100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3252	0	0	11358	active
derby_emb	Apache Derby	embedded	16212	2021-12-14 10:32:20.331931300	2021-12-14 10:32:36.544434000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6611	0	0	9601	active
exasol	Exasol	client	4006	2021-12-14 10:34:44.845931200	2021-12-14 10:34:48.851931600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	740	0	0	3266	active
firebird	Firebird	client	90307	2021-12-14 10:36:28.795933500	2021-12-14 10:37:59.103932200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	899	0	0	89408	active
h2	H2 Database Engine	client	6652	2021-12-14 10:39:33.371930800	2021-12-14 10:39:40.023931900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	517	0	0	6135	active - no choice
h2_emb	H2 Database Engine	embedded	3044	2021-12-14 10:39:40.717432800	2021-12-14 10:39:43.761931800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1067	0	0	1977	active - no choice
