ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
agens	AgensGraph	client	5158	2021-09-06 09:40:52.169709600	2021-09-06 09:40:57.328605900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	965	0	0	4193
cockroach	CockroachDB	client	6714	2021-09-06 09:41:32.092297600	2021-09-06 09:41:38.806798800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	998	0	0	5716
cratedb	CrateDB	client	6044	2021-09-06 09:43:40.512471500	2021-09-06 09:43:46.556684300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1910	0	0	4134
cubrid	CUBRID	client	7081	2021-09-06 09:45:25.602125300	2021-09-06 09:45:32.683126800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	420	0	0	6661
derby	Apache Derby	client	15540	2021-09-06 09:47:43.960380300	2021-09-06 09:47:59.501131400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3323	0	0	12217
derby_emb	Apache Derby	embedded	16927	2021-09-06 09:48:00.316347000	2021-09-06 09:48:17.243954200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6745	0	0	10182
exasol	Exasol	client	5147	2021-09-06 09:55:01.957459700	2021-09-06 09:55:07.105020500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	798	0	0	4349
firebird	Firebird	client	91389	2021-09-06 09:57:29.449376800	2021-09-06 09:59:00.838653900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	879	0	0	90510
h2	H2 Database Engine	client	8568	2021-09-06 10:00:29.335301600	2021-09-06 10:00:37.903794600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	520	0	0	8048
h2_emb	H2 Database Engine	embedded	3885	2021-09-06 10:00:38.695296800	2021-09-06 10:00:42.580533800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	934	0	0	2951
hsqldb	HSQLDB	client	18500	2021-09-06 10:02:12.148901500	2021-09-06 10:02:30.649068400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	607	0	0	17893
hsqldb_emb	HSQLDB	embedded	4082	2021-09-06 10:02:31.440566900	2021-09-06 10:02:35.523067200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	525	0	0	3557
ibmdb2	IBM Db2 Database	client	24264	2021-09-06 10:09:45.383511000	2021-09-06 10:10:09.647802500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3382	0	0	20882
informix	IBM Informix	client	21137	2021-09-06 10:16:09.468091800	2021-09-06 10:16:30.605764400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1883	0	0	19254
mariadb	MariaDB Server	client	4672	2021-09-06 10:18:14.253818100	2021-09-06 10:18:18.926402100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	508	0	0	4164
mimer	Mimer SQL	client	9581	2021-09-06 10:20:13.745330900	2021-09-06 10:20:23.326428700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	484	0	0	9097
monetdb	MonetDB	client	10347	2021-09-06 10:21:58.990805300	2021-09-06 10:22:09.338764400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	928	0	0	9419
mysql	MySQL Database	client	7484	2021-09-06 10:23:15.039013200	2021-09-06 10:23:22.523989700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	795	0	0	6689
mysql_trino	MySQL Database	trino	1084515	2021-09-06 10:25:03.879444700	2021-09-06 10:43:08.394493800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1493	0	0	1083022
omnisci	OmniSciDB	client	39335	2021-09-06 10:44:15.484173200	2021-09-06 10:44:54.819279300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	5326	0	0	34009
oracle	Oracle Database	client	13723	2021-09-06 10:46:05.696644000	2021-09-06 10:46:19.420175300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	843	0	0	12880
oracle_trino	Oracle Database	trino	1799324	2021-09-06 10:48:11.897571300	2021-09-06 11:18:11.222033600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	884	0	0	1798440
percona	Percona Server for MySQL	client	8013	2021-09-06 11:20:42.941483300	2021-09-06 11:20:50.954613800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	763	0	0	7250
postgresql	PostgreSQL	client	4785	2021-09-06 11:22:53.041180000	2021-09-06 11:22:57.826797700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	629	0	0	4156
postgresql_trino	PostgreSQL	trino	489448	2021-09-06 11:24:07.877637500	2021-09-06 11:32:17.326153100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	680	0	0	488768
sqlite	SQLite	embedded	4824	2021-09-06 11:32:18.165155100	2021-09-06 11:32:22.990083200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	883	0	0	3941
sqlserver	MS SQL Server	client	6406	2021-09-06 11:33:30.090242600	2021-09-06 11:33:36.496633400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1048	0	0	5358
sqlserver_trino	MS SQL Server	trino	1040940	2021-09-06 11:34:47.900242400	2021-09-06 11:52:08.841219900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1085	0	0	1039855
timescale	TimescaleDB	client	4896	2021-09-06 11:54:20.405536300	2021-09-06 11:54:25.302036900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	743	0	0	4153
yugabyte	YugabyteDB	client	13977	2021-09-06 11:55:23.363444400	2021-09-06 11:55:37.340661900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6492	0	0	7485
agens	AgensGraph	client	4872	2021-09-06 11:56:11.472598800	2021-09-06 11:56:16.344934200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	827	0	74	4045
cubrid	CUBRID	client	7310	2021-09-06 11:56:50.488113300	2021-09-06 11:56:57.799112900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	609	72	90	6701
derby	Apache Derby	client	16532	2021-09-06 11:57:51.699292500	2021-09-06 11:58:08.231624400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3981	228	316	12551
derby_emb	Apache Derby	embedded	18845	2021-09-06 11:58:09.029123500	2021-09-06 11:58:27.874496000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	7922	759	335	10923
exasol	Exasol	client	5181	2021-09-06 12:00:34.416718100	2021-09-06 12:00:39.597934100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	890	23	116	4291
firebird	Firebird	client	74532	2021-09-06 12:01:35.678352200	2021-09-06 12:02:50.210744700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1467	349	181	73065
hsqldb	HSQLDB	client	18926	2021-09-06 12:03:34.023611200	2021-09-06 12:03:52.950052700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	701	53	58	18225
ibmdb2	IBM Db2 Database	client	27141	2021-09-06 12:14:40.146066500	2021-09-06 12:15:07.287823700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	4338	937	302	22803
informix	IBM Informix	client	20739	2021-09-06 12:19:07.961609400	2021-09-06 12:19:28.700711600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	2085	54	185	18654
mariadb	MariaDB Server	client	7339	2021-09-06 12:20:12.875982200	2021-09-06 12:20:20.215634600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3334	2633	192	4005
mimer	Mimer SQL	client	10084	2021-09-06 12:20:55.038446200	2021-09-06 12:21:05.122731100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	796	122	192	9288
monetdb	MonetDB	client	9398	2021-09-06 12:21:15.161803800	2021-09-06 12:21:24.559939100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1059	0	142	8339
mysql	MySQL Database	client	20524	2021-09-06 12:22:30.270735800	2021-09-06 12:22:50.795047500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	13552	12530	263	6972
oracle	Oracle Database	client	16927	2021-09-06 12:23:58.025043100	2021-09-06 12:24:14.952844000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	4320	127	3353	12607
percona	Percona Server for MySQL	client	20123	2021-09-06 12:25:29.413343600	2021-09-06 12:25:49.536573900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	13508	12388	362	6615
postgresql	PostgreSQL	client	4709	2021-09-06 12:26:25.400899600	2021-09-06 12:26:30.110224600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	704	0	77	4005
sqlserver	MS SQL Server	client	6073	2021-09-06 12:27:04.919333900	2021-09-06 12:27:10.992727600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1550	235	323	4523
timescale	TimescaleDB	client	4913	2021-09-06 12:27:49.677998500	2021-09-06 12:27:54.591499500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	808	0	79	4105
yugabyte	YugabyteDB	client	14103	2021-09-06 12:28:29.011300900	2021-09-06 12:28:43.114712500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6876	0	372	7227
