ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
derby_emb	Apache Derby	embedded	18733	2021-08-03 07:47:34.570204400	2021-08-03 07:47:53.303785700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	8854	1425	230	9879
exasol	Exasol	client	4727	2021-08-03 07:49:59.488086600	2021-08-03 07:50:04.215253000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	821	21	89	3906
firebird	Firebird	client	73070	2021-08-03 07:50:59.793804800	2021-08-03 07:52:12.864523700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1319	253	150	71751
hsqldb	HSQLDB	client	18546	2021-08-03 07:52:56.319614600	2021-08-03 07:53:14.865635700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	696	50	49	17850
hsqldb_emb	HSQLDB	embedded	3005	2021-08-03 07:53:15.579629300	2021-08-03 07:53:18.585629000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	539	38	16	2466
ibmdb2	IBM Db2 Database	client	25211	2021-08-03 07:58:24.842612900	2021-08-03 07:58:50.054081600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	4153	858	262	21058
informix	IBM Informix	client	19742	2021-08-03 08:02:51.541205300	2021-08-03 08:03:11.283915300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	2101	53	175	17641
mariadb	MariaDB Server	client	7223	2021-08-03 08:03:55.204443800	2021-08-03 08:04:02.428334600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3907	3255	121	3316
mimer	Mimer SQL	client	9306	2021-08-03 08:04:36.840668500	2021-08-03 08:04:46.147362800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	808	117	176	8498
monetdb	MonetDB	client	9546	2021-08-03 08:04:55.780943600	2021-08-03 08:05:05.327328600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1352	0	122	8194
mysql	MySQL Database	client	19278	2021-08-03 08:06:10.865779700	2021-08-03 08:06:30.144150500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	13281	12351	177	5997
oracle	Oracle Database	client	15043	2021-08-03 08:08:36.124783000	2021-08-03 08:08:51.168140600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3534	167	2509	11509
percona	Percona Server for MySQL	client	17971	2021-08-03 08:10:05.530799700	2021-08-03 08:10:23.502419700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	11084	10207	157	6887
postgresql	PostgreSQL	client	3880	2021-08-03 08:10:59.212570700	2021-08-03 08:11:03.093496900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	701	0	95	3179
sqlserver	MS SQL Server	client	5364	2021-08-03 08:11:37.429751000	2021-08-03 08:11:42.793892200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1438	223	285	3926
timescale	TimescaleDB	client	3990	2021-08-03 08:12:21.975308800	2021-08-03 08:12:25.965374400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	797	0	96	3193
yugabyte	YugabyteDB	client	13464	2021-08-03 08:12:59.588552200	2021-08-03 08:13:13.053165700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	7231	0	701	6233
