ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
agens	AgensGraph	client	4327	2021-08-03 05:46:16.585881300	2021-08-03 05:46:20.913298000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	946	0	0	3381
cockroach	CockroachDB	client	5823	2021-08-03 05:46:55.159652300	2021-08-03 05:47:00.983428900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	866	0	0	4957
cratedb	CrateDB	client	5454	2021-08-03 05:47:34.999248400	2021-08-03 05:47:40.453357600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1895	0	0	3559
cubrid	CUBRID	client	6331	2021-08-03 05:48:14.606336500	2021-08-03 05:48:20.938198800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	441	0	0	5890
derby	Apache Derby	client	15669	2021-08-03 05:49:14.537646000	2021-08-03 05:49:30.207362300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3420	0	0	12249
derby_emb	Apache Derby	embedded	17381	2021-08-03 05:49:30.967602700	2021-08-03 05:49:48.349274700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6813	0	0	10568
exasol	Exasol	client	4506	2021-08-03 05:51:54.725511100	2021-08-03 05:51:59.231726700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	645	0	0	3861
firebird	Firebird	client	99058	2021-08-03 05:52:54.657365000	2021-08-03 05:54:33.715711100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	882	0	0	98176
h2	H2 Database Engine	client	7575	2021-08-03 05:55:17.113887600	2021-08-03 05:55:24.689768100	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	498	0	0	7077
h2_emb	H2 Database Engine	embedded	3250	2021-08-03 05:55:25.412767700	2021-08-03 05:55:28.663611800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1055	0	0	2195
hsqldb	HSQLDB	client	18098	2021-08-03 05:56:12.618531400	2021-08-03 05:56:30.716982400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	625	0	0	17473
hsqldb_emb	HSQLDB	embedded	2907	2021-08-03 05:56:31.456520000	2021-08-03 05:56:34.364519600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	511	0	0	2396
ibmdb2	IBM Db2 Database	client	24034	2021-08-03 06:01:40.317259800	2021-08-03 06:02:04.351585200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3174	0	0	20860
informix	IBM Informix	client	19772	2021-08-03 06:06:05.656842100	2021-08-03 06:06:25.429014400	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1875	0	0	17897
mariadb	MariaDB Server	client	3919	2021-08-03 06:07:09.262344000	2021-08-03 06:07:13.181611600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	526	0	0	3393
mimer	Mimer SQL	client	9578	2021-08-03 06:07:47.632211700	2021-08-03 06:07:57.210633200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	614	0	0	8964
monetdb	MonetDB	client	12109	2021-08-03 06:08:06.945464200	2021-08-03 06:08:19.054541300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1208	0	0	10901
mysql	MySQL Database	client	6784	2021-08-03 06:09:24.857577200	2021-08-03 06:09:31.641650600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	759	0	0	6025
mysql_trino	MySQL Database	trino	1719739	2021-08-03 06:11:13.062951600	2021-08-03 06:39:52.802080600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1339	0	0	1718400
omnisci	OmniSciDB	client	37719	2021-08-03 06:41:00.113162700	2021-08-03 06:41:37.832393000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	4852	0	0	32867
oracle	Oracle Database	client	13133	2021-08-03 06:43:49.311472600	2021-08-03 06:44:02.444895300	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1263	0	0	11870
oracle_trino	Oracle Database	trino	1553918	2021-08-03 06:46:53.425310400	2021-08-03 07:12:47.343818500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	856	0	0	1553062
percona	Percona Server for MySQL	client	6922	2021-08-03 07:14:02.271895400	2021-08-03 07:14:09.194312200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	828	0	0	6094
postgresql	PostgreSQL	client	3989	2021-08-03 07:14:47.316431500	2021-08-03 07:14:51.306033800	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	625	0	0	3364
postgresql_trino	PostgreSQL	trino	478058	2021-08-03 07:16:01.340225600	2021-08-03 07:23:59.398965900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	684	0	0	477374
sqlite	SQLite	embedded	4324	2021-08-03 07:24:00.220218800	2021-08-03 07:24:04.544732700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	865	0	0	3459
sqlserver	MS SQL Server	client	5341	2021-08-03 07:24:40.242074100	2021-08-03 07:24:45.583256000	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	983	0	0	4358
sqlserver_trino	MS SQL Server	trino	1023934	2021-08-03 07:25:57.085006100	2021-08-03 07:43:01.019412700	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	1003	0	0	1022931
timescale	TimescaleDB	client	4079	2021-08-03 07:43:36.403082200	2021-08-03 07:43:40.482205600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	733	0	0	3346
voltdb	VoltDB	client	14003	2021-08-03 07:44:04.124896600	2021-08-03 07:44:18.128884600	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3684	0	0	10319
yugabyte	YugabyteDB	client	13188	2021-08-03 07:44:52.605860500	2021-08-03 07:45:05.794094500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	6407	0	0	6781
agens	AgensGraph	client	4125	2021-08-03 07:45:39.679830800	2021-08-03 07:45:43.805156200	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	841	0	71	3284
cubrid	CUBRID	client	6478	2021-08-03 07:46:17.777561600	2021-08-03 07:46:24.256476500	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	635	90	83	5843
derby	Apache Derby	client	15894	2021-08-03 07:47:17.954365900	2021-08-03 07:47:33.849165900	jfww-win-dt-21	32	amd64 / Windows 10 / 10.0	3888	207	308	12006
