ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
oracle_trino	Oracle Database	trino	1161330	2021-09-06 19:29:43.741514007	2021-09-06 19:49:05.072175923	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	706	0	0	1160624
percona	Percona Server for MySQL	client	5069	2021-09-06 19:50:24.088376469	2021-09-06 19:50:29.157677472	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	542	0	0	4527
postgresql	PostgreSQL	client	3934	2021-09-06 19:51:10.139224523	2021-09-06 19:51:14.074033459	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	351	0	0	3583
postgresql_trino	PostgreSQL	trino	643835	2021-09-06 20:00:11.037642617	2021-09-06 20:10:54.873398913	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	385	0	0	643450
sqlite	SQLite	embedded	2117	2021-09-06 20:10:55.616141452	2021-09-06 20:10:57.733801191	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	351	0	0	1766
sqlserver	MS SQL Server	client	4090	2021-09-06 20:11:58.058725638	2021-09-06 20:12:02.149189750	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	717	0	0	3373
sqlserver_trino	MS SQL Server	trino	1065648	2021-09-06 20:13:10.765221459	2021-09-06 20:30:56.413403717	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	640	0	0	1065008
timescale	TimescaleDB	client	4039	2021-09-06 20:31:38.068333698	2021-09-06 20:31:42.107442691	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	390	0	0	3649
yugabyte	YugabyteDB	client	14073	2021-09-06 20:33:19.498080918	2021-09-06 20:33:33.571652305	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	4154	0	0	9919
agens	AgensGraph	client	4175	2021-09-06 20:34:10.493754068	2021-09-06 20:34:14.668919082	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	665	0	72	3510
cubrid	CUBRID	client	8026	2021-09-06 20:34:55.843819938	2021-09-06 20:35:03.869994108	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	493	71	82	7533
derby	Apache Derby	client	7542	2021-09-06 20:35:59.546807885	2021-09-06 20:36:07.089506331	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1674	302	370	5868
derby_emb	Apache Derby	embedded	6750	2021-09-06 20:36:07.751497919	2021-09-06 20:36:14.501881965	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1335	182	237	5415
exasol	Exasol	client	4442	2021-09-06 20:39:56.154168368	2021-09-06 20:40:00.596525157	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1021	34	148	3421
firebird	Firebird	client	19337	2021-09-06 20:40:52.571120720	2021-09-06 20:41:11.908186553	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	669	112	73	18668
hsqldb	HSQLDB	client	7174	2021-09-06 20:41:48.403239500	2021-09-06 20:41:55.577624795	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	596	70	39	6578
ibmdb2	IBM Db2 Database	client	6716	2021-09-06 20:47:49.783455075	2021-09-06 20:47:56.499658276	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1788	225	204	4928
informix	IBM Informix	client	10288	2021-09-06 20:52:30.295062027	2021-09-06 20:52:40.583342049	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	801	61	160	9487
mariadb	MariaDB Server	client	5549	2021-09-06 20:53:33.257132080	2021-09-06 20:53:38.806266876	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	2342	1946	72	3207
mimer	Mimer SQL	client	22386	2021-09-06 20:54:19.660581573	2021-09-06 20:54:42.047029590	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	939	155	373	21447
monetdb	MonetDB	client	6159	2021-09-06 20:55:06.016617543	2021-09-06 20:55:12.176203170	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	861	0	104	5298
mysql	MySQL Database	client	7045	2021-09-06 20:56:26.757491265	2021-09-06 20:56:33.802809319	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	2577	1960	118	4468
oracle	Oracle Database	client	9865	2021-09-06 21:16:45.889983235	2021-09-06 21:16:55.755853645	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	4844	148	3859	5021
percona	Percona Server for MySQL	client	7784	2021-09-06 21:18:13.087712046	2021-09-06 21:18:20.872013629	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	3236	2609	123	4548
postgresql	PostgreSQL	client	3811	2021-09-06 21:19:01.622077211	2021-09-06 21:19:05.433623111	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	430	0	80	3381
sqlserver	MS SQL Server	client	4198	2021-09-06 21:19:57.924825925	2021-09-06 21:20:02.123253406	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	993	105	272	3205
timescale	TimescaleDB	client	3730	2021-09-06 21:20:48.403816801	2021-09-06 21:20:52.134367312	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	446	0	82	3284
yugabyte	YugabyteDB	client	13918	2021-09-06 21:21:49.007295321	2021-09-06 21:22:02.925389637	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	4556	0	535	9362
