ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
agens	AgensGraph	client	4774	2021-09-06 18:38:49.930974923	2021-09-06 18:38:54.705069110	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	569	0	0	4205
cockroach	CockroachDB	client	7683	2021-09-06 18:39:33.991325751	2021-09-06 18:39:41.674733208	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	543	0	0	7140
cratedb	CrateDB	client	7257	2021-09-06 18:40:29.651124181	2021-09-06 18:40:36.909014778	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1950	0	0	5307
cubrid	CUBRID	client	9000	2021-09-06 18:41:17.228077573	2021-09-06 18:41:26.228139576	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	414	0	0	8586
derby	Apache Derby	client	6597	2021-09-06 18:42:20.495872084	2021-09-06 18:42:27.093137860	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	877	0	0	5720
derby_emb	Apache Derby	embedded	6130	2021-09-06 18:42:27.682143338	2021-09-06 18:42:33.812879270	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	788	0	0	5342
exasol	Exasol	client	3996	2021-09-06 18:46:10.365409206	2021-09-06 18:46:14.362064680	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	672	0	0	3324
firebird	Firebird	client	21514	2021-09-06 18:47:05.909539661	2021-09-06 18:47:27.423698707	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	450	0	0	21064
h2	H2 Database Engine	client	5159	2021-09-06 18:48:02.677634600	2021-09-06 18:48:07.837621118	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	381	0	0	4778
h2_emb	H2 Database Engine	embedded	2559	2021-09-06 18:48:08.450942007	2021-09-06 18:48:11.010117183	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	393	0	0	2166
hsqldb	HSQLDB	client	6684	2021-09-06 18:48:47.503080264	2021-09-06 18:48:54.187309260	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	475	0	0	6209
hsqldb_emb	HSQLDB	embedded	2972	2021-09-06 18:48:54.801355777	2021-09-06 18:48:57.773502607	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	360	0	0	2612
ibmdb2	IBM Db2 Database	client	6983	2021-09-06 18:54:53.151097452	2021-09-06 18:55:00.134398287	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1336	0	0	5647
informix	IBM Informix	client	10511	2021-09-06 18:59:31.462413479	2021-09-06 18:59:41.973969744	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	555	0	0	9956
mariadb	MariaDB Server	client	3537	2021-09-06 19:00:33.474130474	2021-09-06 19:00:37.012036708	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	306	0	0	3231
mimer	Mimer SQL	client	20227	2021-09-06 19:01:17.331142911	2021-09-06 19:01:37.558419223	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	520	0	0	19707
monetdb	MonetDB	client	6874	2021-09-06 19:02:01.265867212	2021-09-06 19:02:08.140577289	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	745	0	0	6129
mysql	MySQL Database	client	4944	2021-09-06 19:03:22.322100400	2021-09-06 19:03:27.266175395	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	456	0	0	4488
mysql_trino	MySQL Database	trino	858673	2021-09-06 19:05:31.829882572	2021-09-06 19:19:50.503078143	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1013	0	0	857660
omnisci	OmniSciDB	client	4364	2021-09-06 19:21:11.149365224	2021-09-06 19:21:15.513710229	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	1277	0	0	3087
oracle	Oracle Database	client	5885	2021-09-06 19:27:01.752591006	2021-09-06 19:27:07.637783269	ubuntu	8	amd64 / Linux / 5.11.0-27-generic	728	0	0	5157
