ticker symbol	DBMS	client / embedded	runtime in seconds	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	4	2020-08-30 00:00:39.143627000	2020-08-30 00:00:43.295465000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
cratedb	CrateDB	client	11	2020-08-30 00:01:42.246521000	2020-08-30 00:01:53.696922000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
cubrid	CUBRID	client	5	2020-08-30 00:02:40.278902000	2020-08-30 00:02:45.879845000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
derby	Apache Derby	client	11	2020-08-30 00:03:40.305165000	2020-08-30 00:03:51.463320000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
exasol	Exasol	client	5	2020-08-30 00:08:35.960906000	2020-08-30 00:08:41.614844000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
firebird	Firebird	client	37	2020-08-30 00:09:34.887683000	2020-08-30 00:10:11.950440000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
h2	H2 Database Engine	client	4	2020-08-30 00:10:45.615949000	2020-08-30 00:10:50.306877000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
hsqldb	HyperSQL Database	client	9	2020-08-30 00:11:25.271916000	2020-08-30 00:11:34.401317000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
ibmdb2	IBM Db2 Database	client	10	2020-08-30 00:17:54.023642000	2020-08-30 00:18:04.760311000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
informix	IBM Informix	client	9	2020-08-30 00:22:24.664914000	2020-08-30 00:22:34.208019000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
mariadb	MariaDB Server	client	4	2020-08-30 00:23:24.825263000	2020-08-30 00:23:29.715781000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
mimer	Mimer SQL	client	26	2020-08-30 00:24:12.992692000	2020-08-30 00:24:39.309817000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
monetdb	MonetDB	client	13	2020-08-30 00:25:00.946062000	2020-08-30 00:25:14.586279000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
mysql	MySQL Database	client	8	2020-08-30 00:26:28.357710000	2020-08-30 00:26:36.612506000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
oracle	Oracle Database	client	8	2020-08-30 00:36:25.946334000	2020-08-30 00:36:34.466013000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
percona	Percona Server for MySQL	client	7	2020-08-30 00:37:55.067043000	2020-08-30 00:38:03.062132000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
postgresql	PostgreSQL Database	client	3	2020-08-30 00:38:41.574614000	2020-08-30 00:38:45.204002000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
sqlserver	MS SQL Server	client	5	2020-08-30 00:39:50.863817000	2020-08-30 00:39:56.685352000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
voltdb	VoltDB	client	16	2020-08-30 00:40:41.573027000	2020-08-30 00:40:57.820335000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
yugabyte	YugabyteDB	client	16	2020-08-30 00:42:31.100239000	2020-08-30 00:42:47.947837000	travis-job-2d835e09-22fa-4299-a893-4e3b644887e2	2	amd64 / Linux / 5.3.0-1029-gcp
