ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms	constraints
agens	AgensGraph	client	3751	2021-12-14 13:41:02.461913800	2021-12-14 13:41:06.213121200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	774	0	0	2977	active
cockroach	CockroachDB	client	6647	2021-12-14 13:41:39.370894600	2021-12-14 13:41:46.018398600	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	924	0	0	5723	active - no choice
cratedb	CrateDB	client	5059	2021-12-14 13:42:21.293793600	2021-12-14 13:42:26.353166200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1987	0	0	3072	active - no choice
cubrid	CUBRID	client	5775	2021-12-14 13:42:59.326912800	2021-12-14 13:43:05.102136500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	449	0	0	5326	active
derby	Apache Derby	client	14672	2021-12-14 13:43:47.986186000	2021-12-14 13:44:02.659099700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3354	0	0	11318	active
derby_emb	Apache Derby	embedded	11775	2021-12-14 13:44:03.664096300	2021-12-14 13:44:15.439606100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	6059	0	0	5716	active
exasol	Exasol	client	3593	2021-12-14 13:46:18.964832100	2021-12-14 13:46:22.557860800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	752	0	0	2841	active
firebird	Firebird	client	154727	2021-12-14 13:47:08.423197200	2021-12-14 13:49:43.150441200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1069	0	0	153658	active
h2	H2 Database Engine	client	4985	2021-12-14 13:50:16.258231500	2021-12-14 13:50:21.243395300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	507	0	0	4478	active - no choice
h2_emb	H2 Database Engine	embedded	3077	2021-12-14 13:50:22.279126900	2021-12-14 13:50:25.357073500	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1242	0	0	1835	active - no choice
hsqldb	HSQLDB	client	22703	2021-12-14 13:50:58.967112000	2021-12-14 13:51:21.670441300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	554	0	0	22149	active
hsqldb_emb	HSQLDB	embedded	2723	2021-12-14 13:51:22.684512600	2021-12-14 13:51:25.408483900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	500	0	0	2223	active
ibmdb2	IBM Db2 Database	client	24076	2021-12-14 13:56:28.397480000	2021-12-14 13:56:52.474189400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3184	0	0	20892	active
informix	IBM Informix	client	12912	2021-12-14 14:01:01.306409900	2021-12-14 14:01:14.218481100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1841	0	0	11071	active
mariadb	MariaDB Server	client	3671	2021-12-14 14:01:56.973567600	2021-12-14 14:02:00.644998900	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	539	0	0	3132	active
mimer	Mimer SQL	client	12288	2021-12-14 14:02:33.778757900	2021-12-14 14:02:46.067265000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	466	0	0	11822	active
