ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms
mariadb	MariaDB Server	client	6414	2021-08-03 14:20:36.655348200	2021-08-03 14:20:43.069523400	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3282	2833	121	3132
mimer	Mimer SQL	client	12962	2021-08-03 14:21:15.191528200	2021-08-03 14:21:28.154397300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	619	106	167	12343
monetdb	MonetDB	client	7178	2021-08-03 14:21:35.022275200	2021-08-03 14:21:42.200325800	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1228	0	116	5950
mysql	MySQL Database	client	18892	2021-08-03 14:22:45.418618700	2021-08-03 14:23:04.311245700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	13853	13101	145	5039
oracle	Oracle Database	client	13952	2021-08-03 14:25:08.069647300	2021-08-03 14:25:22.021802200	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	3438	166	2658	10514
percona	Percona Server for MySQL	client	18491	2021-08-03 14:26:34.152787100	2021-08-03 14:26:52.643826000	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	13318	12602	147	5173
postgresql	PostgreSQL	client	3484	2021-08-03 14:27:26.008207800	2021-08-03 14:27:29.492855100	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	553	0	65	2931
sqlserver	MS SQL Server	client	4225	2021-08-03 14:28:01.431132100	2021-08-03 14:28:05.656495300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	1258	225	271	2967
timescale	TimescaleDB	client	3581	2021-08-03 14:28:44.070641100	2021-08-03 14:28:47.652529700	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	636	0	71	2945
yugabyte	YugabyteDB	client	12808	2021-08-03 14:29:19.441201600	2021-08-03 14:29:32.249393300	jfww-win-dt-21	32	amd64 / Linux / 5.4.72-microsoft-standard-WSL2	6966	0	696	5842
