ticker symbol	DBMS	db type	runtime in seconds	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	6	2020-10-27 14:50:06.466760447	2020-10-27 14:50:13.123526184	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
agens	AgensGraph	client	6	2020-10-27 14:50:13.635316279	2020-10-27 14:50:20.218366821	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
cratedb	CrateDB	client	13	2020-10-27 14:51:18.063982840	2020-10-27 14:51:31.654992969	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
cratedb	CrateDB	client	8	2020-10-27 14:51:32.437979388	2020-10-27 14:51:41.349272937	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
cubrid	CUBRID	client	7	2020-10-27 14:52:22.736836650	2020-10-27 14:52:29.975726784	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
cubrid	CUBRID	client	7	2020-10-27 14:52:30.540015725	2020-10-27 14:52:38.080985765	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
derby	Apache Derby	client	19	2020-10-27 14:54:03.662091896	2020-10-27 14:54:22.847133874	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
derby	Apache Derby	client	15	2020-10-27 14:54:23.428301736	2020-10-27 14:54:38.900536230	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
exasol	Exasol	client	6	2020-10-27 14:59:55.694386807	2020-10-27 15:00:02.107707844	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
exasol	Exasol	client	6	2020-10-27 15:00:03.558885040	2020-10-27 15:00:09.951011135	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
firebird	Firebird	client	61	2020-10-27 15:01:35.959242892	2020-10-27 15:02:37.394367127	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
firebird	Firebird	client	58	2020-10-27 15:02:37.942114762	2020-10-27 15:03:36.451754168	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
h2	H2 Database Engine	client	10	2020-10-27 15:04:40.777274734	2020-10-27 15:04:51.210011332	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
h2	H2 Database Engine	client	10	2020-10-27 15:04:51.738515608	2020-10-27 15:05:01.774614545	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
hsqldb	HyperSQL Database	client	16	2020-10-27 15:06:07.543800822	2020-10-27 15:06:23.891982315	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
hsqldb	HyperSQL Database	client	15	2020-10-27 15:06:24.953672116	2020-10-27 15:06:40.848173291	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
ibmdb2	IBM Db2 Database	client	17	2020-10-27 15:13:09.174035994	2020-10-27 15:13:27.155660347	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
ibmdb2	IBM Db2 Database	client	14	2020-10-27 15:13:27.778466023	2020-10-27 15:13:42.086170663	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
informix	IBM Informix	client	13	2020-10-27 15:18:01.298247290	2020-10-27 15:18:14.760303720	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
informix	IBM Informix	client	33	2020-10-27 15:18:15.343191328	2020-10-27 15:18:48.903497208	travis-job-a1219766-7878-4076-90cc-cf6b215d51e5	2	amd64 / Linux / 5.4.0-1028-gcp
