ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms	constraints
agens	AgensGraph	client	4446	2021-10-29 08:33:53.136135427	2021-10-29 08:33:57.582378084	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	746	0	0	3700	active
cockroach	CockroachDB	client	6607	2021-10-29 08:34:37.149604452	2021-10-29 08:34:43.757180807	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	494	0	0	6113	active - no choice
cratedb	CrateDB	client	6052	2021-10-29 08:35:30.580081318	2021-10-29 08:35:36.632207398	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1711	0	0	4341	active - no choice
cubrid	CUBRID	client	7957	2021-10-29 08:36:17.534153202	2021-10-29 08:36:25.491260334	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	375	0	0	7582	active
derby	Apache Derby	client	6464	2021-10-29 08:37:19.886281693	2021-10-29 08:37:26.350719497	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	882	0	0	5582	active
derby_emb	Apache Derby	embedded	6446	2021-10-29 08:37:26.941343000	2021-10-29 08:37:33.387529959	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	950	0	0	5496	active
exasol	Exasol	client	3738	2021-10-29 08:41:21.588196317	2021-10-29 08:41:25.326854286	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	705	0	0	3033	active
firebird	Firebird	client	19869	2021-10-29 08:42:15.614265196	2021-10-29 08:42:35.484176278	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	448	0	0	19421	active
h2	H2 Database Engine	client	4405	2021-10-29 08:43:10.659589585	2021-10-29 08:43:15.064929032	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	410	0	0	3995	active - no choice
h2_emb	H2 Database Engine	embedded	2422	2021-10-29 08:43:15.655585781	2021-10-29 08:43:18.077727239	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	401	0	0	2021	active - no choice
hsqldb	HSQLDB	client	5901	2021-10-29 08:43:54.683458995	2021-10-29 08:44:00.584983565	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	478	0	0	5423	active
hsqldb_emb	HSQLDB	embedded	2672	2021-10-29 08:44:01.177356658	2021-10-29 08:44:03.849937491	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	347	0	0	2325	active
ibmdb2	IBM Db2 Database	client	5893	2021-10-29 08:49:56.444869429	2021-10-29 08:50:02.337977792	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1261	0	0	4632	active
informix	IBM Informix	client	8565	2021-10-29 08:54:33.248139130	2021-10-29 08:54:41.814113969	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	533	0	0	8032	active
mariadb	MariaDB Server	client	3153	2021-10-29 08:55:33.294560226	2021-10-29 08:55:36.448548219	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	327	0	0	2826	active
mimer	Mimer SQL	client	16839	2021-10-29 08:56:17.222545991	2021-10-29 08:56:34.062269804	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	471	0	0	16368	active
monetdb	MonetDB	client	6817	2021-10-29 08:56:56.733169201	2021-10-29 08:57:03.550969474	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	749	0	0	6068	active
mysql	MySQL Database	client	4607	2021-10-29 08:58:16.932962831	2021-10-29 08:58:21.540778573	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	447	0	0	4160	active
mysql_trino	MySQL Database	trino	826881	2021-10-29 09:00:26.480292615	2021-10-29 09:14:13.361467867	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	965	0	0	825916	active - no choice
omnisci	OmniSciDB	client	4771	2021-10-29 09:41:08.352440475	2021-10-29 09:41:13.124287824	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1295	0	0	3476	active - no choice
oracle	Oracle Database	client	5079	2021-10-29 09:46:36.703967587	2021-10-29 09:46:41.783877117	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	722	0	0	4357	active
oracle_trino	Oracle Database	trino	1076481	2021-10-29 09:49:48.924903825	2021-10-29 10:07:45.406212358	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	701	0	0	1075780	active - no choice
percona	Percona Server for MySQL	client	4837	2021-10-29 10:09:05.842680070	2021-10-29 10:09:10.680224675	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	493	0	0	4344	active
