ticker symbol	DBMS	db type	total ms	start time	end time	host name	no. cores	operating system	total DDL ms	drop constr. ms	add constr. ms	total DML ms	constraints
postgresql	PostgreSQL	client	3625	2021-10-29 10:09:52.050180771	2021-10-29 10:09:55.675930411	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	369	0	0	3256	active
postgresql_trino	PostgreSQL	trino	714953	2021-10-29 10:10:58.637447901	2021-10-29 10:22:53.590754982	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	372	0	0	714581	active - no choice
sqlite	SQLite	embedded	1889	2021-10-29 10:22:54.207172052	2021-10-29 10:22:56.097124705	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	364	0	0	1525	active - no choice
sqlserver	MS SQL Server	client	3873	2021-10-29 10:23:50.690122493	2021-10-29 10:23:54.563135566	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	669	0	0	3204	active
sqlserver_trino	MS SQL Server	trino	1009922	2021-10-29 10:25:03.124965468	2021-10-29 10:41:53.046997453	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	609	0	0	1009313	active - no choice
timescale	TimescaleDB	client	3829	2021-10-29 10:42:29.430996572	2021-10-29 10:42:33.260677371	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	455	0	0	3374	active
yugabyte	YugabyteDB	client	12843	2021-10-29 10:44:07.675184470	2021-10-29 10:44:20.518396806	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	3933	0	0	8910	active
agens	AgensGraph	client	3863	2021-10-29 10:44:58.536581096	2021-10-29 10:45:02.399630214	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	691	0	78	3172	inactive
cubrid	CUBRID	client	6918	2021-10-29 10:45:43.468392186	2021-10-29 10:45:50.386720999	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	476	66	88	6442	inactive
derby	Apache Derby	client	6524	2021-10-29 10:46:45.250838940	2021-10-29 10:46:51.775369217	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1471	202	343	5053	inactive
derby_emb	Apache Derby	embedded	6136	2021-10-29 10:46:52.360560239	2021-10-29 10:46:58.497004663	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1334	180	240	4802	inactive
exasol	Exasol	client	4071	2021-10-29 10:50:46.216019338	2021-10-29 10:50:50.287623272	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	962	35	133	3109	inactive
firebird	Firebird	client	17048	2021-10-29 10:51:40.731738583	2021-10-29 10:51:57.780644760	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	668	92	78	16380	inactive
hsqldb	HSQLDB	client	5805	2021-10-29 10:52:34.085841572	2021-10-29 10:52:39.891403534	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	607	69	46	5198	inactive
ibmdb2	IBM Db2 Database	client	6539	2021-10-29 10:58:34.055093253	2021-10-29 10:58:40.594744043	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	1996	287	198	4543	inactive
informix	IBM Informix	client	9121	2021-10-29 11:03:11.272996637	2021-10-29 11:03:20.394802103	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	729	47	152	8392	inactive
mariadb	MariaDB Server	client	4958	2021-10-29 11:04:12.042770911	2021-10-29 11:04:17.001301915	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	2156	1774	69	2802	inactive
mimer	Mimer SQL	client	17060	2021-10-29 11:04:57.409716974	2021-10-29 11:05:14.470019987	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	992	159	398	16068	inactive
monetdb	MonetDB	client	5606	2021-10-29 11:05:37.466313959	2021-10-29 11:05:43.072627650	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	857	0	103	4749	inactive
mysql	MySQL Database	client	6341	2021-10-29 11:06:56.819100986	2021-10-29 11:07:03.160398888	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	2248	1681	109	4093	inactive
oracle	Oracle Database	client	9059	2021-10-29 11:24:44.031117358	2021-10-29 11:24:53.090742242	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	4748	98	3949	4311	inactive
percona	Percona Server for MySQL	client	6600	2021-10-29 11:26:10.291236912	2021-10-29 11:26:16.891498097	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	2540	1945	122	4060	inactive
postgresql	PostgreSQL	client	3504	2021-10-29 11:26:57.793487783	2021-10-29 11:27:01.298290678	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	438	0	78	3066	inactive
sqlserver	MS SQL Server	client	3878	2021-10-29 11:27:52.656432558	2021-10-29 11:27:56.534488543	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	998	101	266	2880	inactive
timescale	TimescaleDB	client	3513	2021-10-29 11:28:38.905171747	2021-10-29 11:28:42.418752273	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	448	0	83	3065	inactive
yugabyte	YugabyteDB	client	12169	2021-10-29 11:29:39.606561246	2021-10-29 11:29:51.776416758	ubuntu	8	amd64 / Linux / 5.11.0-38-generic	4330	0	468	7839	inactive
