ticker symbol	DBMS	db type	runtime in ms	start time	end time	host name	no. cores	operating system
agens	AgensGraph	client	3600	2021-04-02 05:39:12.477692400	2021-04-02 05:39:16.078242200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cockroach	CockroachDB	client	3484	2021-04-02 05:39:58.868198400	2021-04-02 05:40:02.353060200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cratedb	CrateDB	client	4688	2021-04-02 05:40:35.272112800	2021-04-02 05:40:39.960146800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
cubrid	CUBRID	client	4426	2021-04-02 05:41:13.072011300	2021-04-02 05:41:17.498387000	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
derby	Apache Derby	client	22905	2021-04-02 05:42:00.711062300	2021-04-02 05:42:23.616257600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
derby_emb	Apache Derby	embedded	18679	2021-04-02 05:42:25.102635500	2021-04-02 05:42:43.782515400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
exasol	Exasol	client	2711	2021-04-02 05:44:47.169867100	2021-04-02 05:44:49.881116300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
firebird	Firebird	client	88673	2021-04-02 05:45:35.251337100	2021-04-02 05:47:03.925211500	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
h2	H2 Database Engine	client	4103	2021-04-02 05:47:36.735030600	2021-04-02 05:47:40.838063600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
h2_emb	H2 Database Engine	embedded	1239	2021-04-02 05:47:42.351792600	2021-04-02 05:47:43.591568400	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
hsqldb	HSQLDB	client	26192	2021-04-02 05:48:16.894552700	2021-04-02 05:48:43.087442900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
hsqldb_emb	HSQLDB	embedded	23115	2021-04-02 05:48:44.601777200	2021-04-02 05:49:07.717760800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
ibmdb2	IBM Db2 Database	client	37621	2021-04-02 05:54:10.712408300	2021-04-02 05:54:48.334317200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
informix	IBM Informix	client	15013	2021-04-02 05:58:47.751463700	2021-04-02 05:59:02.765012800	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mariadb	MariaDB Server	client	3071	2021-04-02 05:59:45.555629900	2021-04-02 05:59:48.627014300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mimer	Mimer SQL	client	303770	2021-04-02 06:00:21.819549400	2021-04-02 06:05:25.590161300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
monetdb	MonetDB	client	40481	2021-04-02 06:05:34.107357500	2021-04-02 06:06:14.588929900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mysql	MySQL Database	client	6729	2021-04-02 06:07:18.876671000	2021-04-02 06:07:25.606290600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
mysql_trino	MySQL Database	trino	2618423	2021-04-02 06:09:03.408174100	2021-04-02 06:52:41.831518900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
oracle	Oracle Database	client	10648	2021-04-02 06:54:46.692504200	2021-04-02 06:54:57.340694100	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
oracle_trino	Oracle Database	trino	1363090	2021-04-02 06:57:43.274299900	2021-04-02 07:20:26.364770000	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
percona	Percona Server for MySQL	client	3691	2021-04-02 07:21:39.869985800	2021-04-02 07:21:43.561808200	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
postgresql	PostgreSQL Database	client	2473	2021-04-02 07:22:18.153390100	2021-04-02 07:22:20.627145300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
postgresql_trino	PostgreSQL Database	trino	745109	2021-04-02 07:23:25.295024100	2021-04-02 07:35:50.404543600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlite	SQLite	embedded	1141	2021-04-02 07:35:51.950860400	2021-04-02 07:35:53.092852300	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlserver	MS SQL Server	client	3377	2021-04-02 07:36:28.379211800	2021-04-02 07:36:31.756424900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
sqlserver_trino	MS SQL Server	trino	1486094	2021-04-02 07:37:41.894981100	2021-04-02 08:02:27.989187900	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
voltdb	VoltDB	client	10526	2021-04-02 08:02:52.471755900	2021-04-02 08:03:02.997861600	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
yugabyte	YugabyteDB	client	11729	2021-04-02 08:03:36.283614800	2021-04-02 08:03:48.012969000	jfww-win-dt-21	32	amd64 / Linux / 4.19.128-microsoft-standard
